取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260606203654000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FC2A0E5DAC40F485FBBB2FC6C56CDE,"ジャパニーズカクテル","本わさびジンソニック",1800,15,
RB0120260606203654000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FC2A0E5DAC40F485FBBB2FC6C56CDE,"BAR SNACKS ","キャンディピーカン",700,2,
RB0120260606203654000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12FC2A0E5DAC40F485FBBB2FC6C56CDE,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260606201349000,2026/06/06,23:34:40,6400,6400,581,0,6400,581,6500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6,03:20:51,"5","橋本",CC73C44E931E4B38B1F027FB8B2252AA,"未設定","No charge",0,1,"平川友人"
RB0120260606201349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC73C44E931E4B38B1F027FB8B2252AA,"ジャパニーズカクテル","本わさびジンソニック",1800,1,
RB0120260606201349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC73C44E931E4B38B1F027FB8B2252AA,"ソフトドリンク","ウーロン茶",800,1,
RB0120260606201349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC73C44E931E4B38B1F027FB8B2252AA,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260606201349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC73C44E931E4B38B1F027FB8B2252AA,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260606201349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC73C44E931E4B38B1F027FB8B2252AA,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260606214003000,2026/06/06,23:54:20,10900,10900,990,0,10900,990,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,02:14:16,"E","橋本",68958A6E4C9B4A68985FF4D9BD0ED8AD,"その他","tablecharge",600,2,"新規"
RB0120260606214003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68958A6E4C9B4A68985FF4D9BD0ED8AD,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,3,
RB0120260606214003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68958A6E4C9B4A68985FF4D9BD0ED8AD,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260606214003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68958A6E4C9B4A68985FF4D9BD0ED8AD,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260606214003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68958A6E4C9B4A68985FF4D9BD0ED8AD,"COLD APPETIZERS","ケールとベリーのサラダ",1300,1,
RB0120260606214003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68958A6E4C9B4A68985FF4D9BD0ED8AD,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260607230828000,2026/06/07,23:10:01,360000,360000,32727,0,360000,32727,0,0,0,0,0,0,0,0,0,0,0,0,360000,0,0,0,0,0,20,20,00:01:33,"1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E","橋本",D908AA2C60134727B8A862ECDCDBB0B6,"コース&セット","CLPコース_その他",18000,20,""
RB0120260608214216000,2026/06/08,21:44:56,4200,4200,381,0,4200,381,5200,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,2,4,00:02:40,"E","橋本",0FE52A890D164237B76F1C989C51708F,"その他","tablecharge",600,2,"一般"
RB0120260608214216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FE52A890D164237B76F1C989C51708F,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260608214216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FE52A890D164237B76F1C989C51708F,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260608223316000,2026/06/08,23:48:17,11600,11600,1054,0,11600,1054,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,01:15:00,"A","橋本",77339D7D69B942BB8D3EBAA637AA9E35,"その他","tablecharge",600,3,"一般"
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"その他","丸氷",100,3,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"ウイスキー","タリスカー10年",1400,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"ウイスキー","ラフロイグ10年",1700,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"ウイスキー","ジョニーウォーカー ブラックルビー",1500,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"STANDARD COCKTAIL","スプモーニ",1200,1,
RB0120260608223316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77339D7D69B942BB8D3EBAA637AA9E35,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260609192302000,2026/06/09,20:58:27,13700,13700,1245,0,13700,1245,0,13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,01:35:25,"A","橋本",BB6F4873050E4FD8A968D0DFBAE1A257,"その他","tablecharge",600,2,""
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"ジン","エンジン",1600,1,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260609192302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB6F4873050E4FD8A968D0DFBAE1A257,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260609200447000,2026/06/09,21:00:02,8800,8800,800,0,8800,800,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,00:55:15,"C","橋本",E1FCE0FBFFE84B04A9582A041DF8978C,"その他","tablecharge",600,2,"海外"
RB0120260609200447000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1FCE0FBFFE84B04A9582A041DF8978C,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260609200447000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1FCE0FBFFE84B04A9582A041DF8978C,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260609200447000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1FCE0FBFFE84B04A9582A041DF8978C,"JAPANESE COCKTAIL","シルキー麹サワー",1900,1,
RB0120260609200447000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1FCE0FBFFE84B04A9582A041DF8978C,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
