店舗ID,店舗名,会計ID,レシートNo,テーブル,媒体,営業日,来店日時,会計日時,人数,チェックイン人数,小計,割増計,割引計,合計,消費税合計,税率10%対象額,税率10%消費税額,税率8%対象額,税率8%消費税額,非課税対象額,不課税対象額,預り金,お釣り,修正履歴
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72632392,12639,5,食べログ,2026/02/19,2026/02/19 19:36:28,2026/02/19 22:06:56,2,0,12960,0,0,12960,1178,12960,1178,0,0,0,0,20000,7040,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72633216,12640,4,食べログ,2026/02/19,2026/02/19 20:25:19,2026/02/19 22:10:34,3,3,24790,0,0,24790,2253,24790,2253,0,0,0,0,24790,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72703790,12641,"7,18,8,17",ぐるなび,2026/02/20,2026/02/20 17:34:23,2026/02/20 18:44:05,4,0,13250,0,0,13250,1204,13250,1204,0,0,0,0,13250,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72714856,12642,5,食べログ,2026/02/20,2026/02/20 17:26:27,2026/02/20 19:38:31,2,0,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72731354,12643,4,食べログ,2026/02/20,2026/02/20 17:36:45,2026/02/20 20:30:56,4,0,25920,0,0,25920,2356,25920,2356,0,0,0,0,25920,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72733672,12644,6,食べログ,2026/02/20,2026/02/20 17:37:58,2026/02/20 20:37:06,3,0,23940,0,0,23940,2176,23940,2176,0,0,0,0,23940,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72739946,12645,1,食べログ,2026/02/20,2026/02/20 17:33:21,2026/02/20 20:53:40,2,1,18700,0,0,18700,1700,18700,1700,0,0,0,0,18700,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72741179,12646,7,フリー,2026/02/20,2026/02/20 19:13:19,2026/02/20 20:56:42,3,2,7280,0,0,7280,661,7280,661,0,0,0,0,15078,7798,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72745992,12647,"10,15",食べログ,2026/02/20,2026/02/20 17:38:56,2026/02/20 21:08:28,2,1,16630,0,0,16630,1511,16630,1511,0,0,0,0,16630,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72750186,12648,23,一休,2026/02/20,2026/02/20 19:29:23,2026/02/20 21:19:57,2,0,12960,0,0,12960,1178,12960,1178,0,0,0,0,12960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72755795,12649,"12,13",食べログ,2026/02/20,2026/02/20 17:39:38,2026/02/20 21:35:23,2,0,5310,0,0,5310,482,5310,482,0,0,0,0,5310,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72761369,12650,3,食べログ,2026/02/20,2026/02/20 17:36:23,2026/02/20 21:51:57,3,0,19440,0,0,19440,1767,19440,1767,0,0,0,0,19440,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72766552,12651,2,食べログ,2026/02/20,2026/02/20 17:35:35,2026/02/20 22:07:02,4,1,25920,0,0,25920,2356,25920,2356,0,0,0,0,25920,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72780064,12652,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 22:49:03,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,33900,0,会計取り消し
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72781716,12653,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 22:54:35,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,40340,6440,会計取り消し
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72783940,12654,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 23:02:33,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,33900,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72898701,12655,4,食べログ,2026/02/21,2026/02/21 19:07:32,2026/02/21 19:54:39,3,0,5440,0,0,5440,494,5440,494,0,0,0,0,5440,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72898969,12656,3,食べログ,2026/02/21,2026/02/21 17:10:14,2026/02/21 19:55:15,2,0,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72945179,12657,1,食べログ,2026/02/21,2026/02/21 17:09:33,2026/02/21 21:50:13,2,1,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
