"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"No:202500200002521","2025/09/01","月","2025/09/01 11:16:31","2025/09/01 12:26:13","2","7600","2","コース","コース","00000003215:ランチ梅セット1ドリンク","","3800","1","2025/09/01 11:16:31","20:配膳済"
"No:202500200002521","2025/09/01","月","2025/09/01 11:16:31","2025/09/01 12:26:13","2","7600","2","コース","コース","00000003215:ランチ梅セット1ドリンク","","3800","1","2025/09/01 11:16:31","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ランチ","ランチ","00000002307:ランチコース","","7000","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ランチ","ランチ","00000002307:ランチコース","","7000","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ランチ","ランチ","00000002307:ランチコース","","7000","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","フード","ランチドリンク","00000002538:ランチビール","","600","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","フード","ランチドリンク","00000002538:ランチビール","","600","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ドリンク","ビール","00000000404:オールフリー","","600","1","2025/09/01 12:45:08","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ドリンク","焼酎グラス","00000000429:ボトルセット)氷","","300","1","2025/09/01 13:13:15","20:配膳済"
"No:202500200002522","2025/09/01","月","2025/09/01 12:45:08","2025/09/01 13:49:57","3","23520","8","ドリンク","焼酎グラス","00000000430:ボトルセット)水","","300","1","2025/09/01 13:13:15","20:配膳済"
"No:202500200002523","2025/09/01","月","2025/09/01 12:45:34","2025/09/01 14:13:07","2","16960","6","ランチ","ランチ","00000002307:ランチコース","","7000","1","2025/09/01 12:45:34","20:配膳済"
"No:202500200002523","2025/09/01","月","2025/09/01 12:45:34","2025/09/01 14:13:07","2","16960","6","ランチ","ランチ","00000002307:ランチコース","","7000","1","2025/09/01 12:45:34","20:配膳済"
"No:202500200002523","2025/09/01","月","2025/09/01 12:45:34","2025/09/01 14:13:07","2","16960","6","フード","ランチドリンク","00000002538:ランチビール","","600","1","2025/09/01 12:45:34","20:配膳済"
