week,category1,subtotal,quantity,構成比
2024-W01,カクテル,93800,78,23.724012342556527
2024-W01,その他,90880,81,22.9854823208053
2024-W01,ドリンク,81500,44,20.61308108654965
2024-W01,グラスワイン&ビール,42200,13,10.67327634174718
2024-W01,ウイスキー,25200,18,6.3736152562092165
2024-W01,バースナック,19800,20,5.0078405584500985
2024-W01,アラカルト,13800,10,3.4903131164955234
2024-W01,メイン,12200,5,3.085639131974303
2024-W01,フルーツカクテル,11100,6,2.8074257676159644
2024-W01,サラダ,3000,3,0.7587637209772876
2024-W01,ご飯もの,1600,1,0.4046739845212201
2024-W01,未設定,300,23,0.07587637209772877
2024-W02,グラスワイン&ビール,301280,45,26.206282270747224
2024-W02,その他,174418,202,15.171426384423754
2024-W02,ウイスキー,172100,113,14.969799451658247
2024-W02,ドリンク,138200,75,12.021070797322311
2024-W02,席料&ワイン&ビール,120000,20,10.43797753747234
2024-W02,カクテル,99400,97,8.646124726872921
2024-W02,フルーツカクテル,51200,27,4.453537082654865
2024-W02,バースナック,29000,26,2.522511238222482
2024-W02,メイン,25600,11,2.2267685413274325
2024-W02,アラカルト,19050,15,1.6570289340737339
2024-W02,サラダ,14200,11,1.2351606752675601
2024-W02,ご飯もの,3200,2,0.27834606766592906
2024-W02,デザート,1200,1,0.10437977537472339
2024-W02,未設定,800,43,0.06958651691648227
2024-W03,その他,190720,153,24.462572469344828
2024-W03,ドリンク,117400,63,15.058232004514904
2024-W03,グラスワイン&ビール,104120,36,13.35488174029039
2024-W03,ウイスキー,82800,52,10.620286285978144
2024-W03,カクテル,81600,72,10.466369093427735
2024-W03,フルーツカクテル,58200,31,7.464983838694781
2024-W03,席料&ワイン&ビール,50000,1,6.413216356266995
2024-W03,バースナック,27200,24,3.4887896978092456
2024-W03,メイン,26800,12,3.4374839669591095
2024-W03,アラカルト,18000,13,2.308757888256118
2024-W03,コース&セット,12100,1,1.5519983582166128
2024-W03,サラダ,6900,4,0.8850238571648452
2024-W03,ご飯もの,3200,2,0.41044584680108764
2024-W03,未設定,600,42,0.07695859627520393
2024-W04,その他,279850,251,28.07202327214365
2024-W04,グラスワイン&ビール,136750,66,13.717524325408768
2024-W04,フルーツカクテル,109400,57,10.974019460327014
2024-W04,席料&ワイン&ビール,102000,19,10.23171832681312
2024-W04,カクテル,87500,69,8.777209348981843
2024-W04,ドリンク,84000,45,8.42612097502257
2024-W04,ウイスキー,77200,48,7.744006419901696
2024-W04,バースナック,34400,30,3.4506971611997193
2024-W04,アラカルト,26600,20,2.6682716420904806
2024-W04,メイン,25800,12,2.588022870899789
2024-W04,コース&セット,12100,1,1.2137626642592036
2024-W04,デザート,10200,8,1.0231718326813122
2024-W04,サラダ,7200,5,0.7222389407162202
2024-W04,ご飯もの,3200,2,0.32099508476276456
2024-W04,未設定,700,45,0.07021767479185476
2024-W05,その他,133630,138,18.984770131272377
2024-W05,席料&ワイン&ビール,108000,18,15.34352446439734
2024-W05,ドリンク,95000,49,13.496618741830993
2024-W05,ウイスキー,86600,59,12.3032335057112
2024-W05,カクテル,62700,54,8.907768369608455
2024-W05,グラスワイン&ビール,59550,18,8.460248906063534
2024-W05,フルーツカクテル,59000,28,8.382110587031882
2024-W05,バースナック,27900,25,3.963743819969313
2024-W05,コース&セット,20900,3,2.9692561232028187
2024-W05,アラカルト,15600,11,2.216286867079616
2024-W05,メイン,15000,6,2.1310450644996304
2024-W05,サラダ,9700,7,1.3780758083764277
2024-W05,ご飯もの,4800,3,0.6819344206398817
2024-W05,デザート,4800,4,0.6819344206398817
2024-W05,未設定,700,31,0.09944876967664944
2024-W06,その他,227250,239,26.12519399896534
2024-W06,ドリンク,126800,67,14.577225958498591
2024-W06,グラスワイン&ビール,111500,33,12.818302006093004
2024-W06,ウイスキー,101100,68,11.622693567856526
2024-W06,カクテル,98700,82,11.346783928263493
2024-W06,フルーツカクテル,61600,29,7.081680749554521
2024-W06,席料&ワイン&ビール,42000,21,4.828418692878082
2024-W06,アラカルト,25400,19,2.920043685692936
2024-W06,バースナック,24700,20,2.839570040811634
2024-W06,メイン,24400,10,2.805081335862505
2024-W06,サラダ,10600,8,1.2186009082025637
2024-W06,コース&セット,8800,1,1.0116686785077889
2024-W06,ご飯もの,4800,3,0.5518192791860665
2024-W06,デザート,1200,1,0.13795481979651664
2024-W06,未設定,1000,48,0.11496234983043054
2024-W07,その他,191080,268,19.590313518833685
2024-W07,ウイスキー,178500,139,18.30055978182862
2024-W07,ドリンク,165900,107,17.008755561934834
2024-W07,フルーツカクテル,112200,57,11.503209005720848
2024-W07,カクテル,111900,85,11.472451762390042
2024-W07,グラスワイン&ビール,79900,44,8.191679140437573
2024-W07,バースナック,35400,36,3.6293547130349197
2024-W07,アラカルト,32200,24,3.301277450839673
2024-W07,メイン,22200,9,2.2760360064795258
2024-W07,コース&セット,17600,2,1.8044249420738585
2024-W07,サラダ,15400,10,1.578871824314626
2024-W07,デザート,6000,5,0.6151448666160881
2024-W07,ご飯もの,4800,3,0.4921158932928705
2024-W07,未設定,2300,72,0.23580553220283376
2024-W08,その他,211200,202,28.61788617886179
2024-W08,ドリンク,144100,78,19.525745257452577
2024-W08,席料&ワイン&ビール,106500,26,14.43089430894309
2024-W08,ウイスキー,88000,58,11.924119241192411
2024-W08,フルーツカクテル,54600,27,7.398373983739838
2024-W08,グラスワイン&ビール,51600,33,6.991869918699186
2024-W08,カクテル,44900,33,6.084010840108401
2024-W08,バースナック,29300,25,3.9701897018970187
2024-W08,アラカルト,5300,4,0.7181571815718157
2024-W08,サラダ,1600,1,0.21680216802168023
2024-W08,未設定,900,22,0.12195121951219512
2024-W09,その他,98270,114,25.132349556277333
2024-W09,ウイスキー,83100,53,21.252653384823915
2024-W09,カクテル,54900,38,14.040561622464898
2024-W09,フルーツカクテル,45000,23,11.508657067594179
2024-W09,ドリンク,43300,24,11.073885578373954
2024-W09,グラスワイン&ビール,37740,15,9.651927060688985
2024-W09,バースナック,27200,36,6.956343827523592
2024-W09,未設定,1500,22,0.3836219022531393
2024-W10,その他,107500,122,20.926610862371035
2024-W10,ドリンク,91800,48,17.870352345727078
2024-W10,グラスワイン&ビール,88000,37,17.130620985010705
2024-W10,フルーツカクテル,61800,30,12.030367919018882
2024-W10,カクテル,50400,56,9.811173836869768
2024-W10,ウイスキー,48700,34,9.480241386022971
2024-W10,コース&セット,35200,4,6.852248394004283
2024-W10,バースナック,23000,20,4.477321393809616
2024-W10,アラカルト,4200,2,0.8175978197391474
2024-W10,メイン,2800,1,0.5450652131594316
2024-W10,未設定,300,28,0.05839984426708195
2024-W11,その他,146750,161,21.48451797086597
2024-W11,ドリンク,103100,58,15.094063392138205
2024-W11,ウイスキー,102200,64,14.962301442061342
2024-W11,グラスワイン&ビール,98300,49,14.391332991728278
2024-W11,フルーツカクテル,87000,44,12.736988507429912
2024-W11,カクテル,59200,67,8.667008271722421
2024-W11,コース&セット,35200,4,5.153356269672791
2024-W11,バースナック,34600,39,5.0655149696215505
2024-W11,アラカルト,7200,3,1.0540956006148892
2024-W11,サラダ,6000,6,0.8784130005124076
2024-W11,メイン,2800,1,0.40992606690579025
2024-W11,未設定,700,25,0.10248151672644756
2024-W12,その他,193040,227,18.57890258972809
2024-W12,席料&ワイン&ビール,153500,30,14.77342285289713
2024-W12,グラスワイン&ビール,146588,44,14.108185727429866
2024-W12,ドリンク,132100,84,12.713805595229388
2024-W12,フルーツカクテル,107800,56,10.375081326008537
2024-W12,カクテル,99000,106,9.528135911640495
2024-W12,バースナック,39200,33,3.7727568458212866
2024-W12,ウイスキー,38700,30,3.7246349472776483
2024-W12,コース&セット,33000,4,3.176045303880165
2024-W12,未設定,30500,38,2.9354358111619705
2024-W12,アラカルト,24800,20,2.3868461677644874
2024-W12,ご飯もの,12800,8,1.231920602717155
2024-W12,メイン,11200,6,1.0779305273775104
2024-W12,デザート,9000,6,0.8661941737854996
2024-W12,サラダ,7800,6,0.7507016172807662
2024-W13,その他,123200,189,16.55691439322672
2024-W13,ドリンク,106200,70,14.27227523182368
2024-W13,ウイスキー,98400,68,13.224029028356405
2024-W13,カクテル,86000,100,11.557586345921248
2024-W13,グラスワイン&ビール,72400,48,9.729875016798816
2024-W13,フルーツカクテル,66800,40,8.977287998924876
2024-W13,席料&ワイン&ビール,36000,18,4.838059400618197
2024-W13,アラカルト,34200,36,4.596156430587286
2024-W13,コース&セット,29700,3,3.9913990055100124
2024-W13,バースナック,26000,28,3.494154011557586
2024-W13,メイン,24000,13,3.225372933745464
2024-W13,ご飯もの,21500,13,2.889396586480312
2024-W13,デザート,9900,8,1.3304663351700041
2024-W13,サラダ,8800,7,1.1826367423733368
2024-W13,未設定,1000,30,0.134390538906061
2024-W14,その他,137800,176,21.092912903719576
2024-W14,ウイスキー,125100,91,19.148936170212767
2024-W14,カクテル,99900,104,15.29159651002602
2024-W14,ドリンク,91700,51,14.036430430123986
2024-W14,フルーツカクテル,58800,30,9.000459207102402
2024-W14,グラスワイン&ビール,44700,33,6.84218582580744
2024-W14,バースナック,39800,35,6.0921475585489056
2024-W14,アラカルト,24800,18,3.7961120465329867
2024-W14,ご飯もの,14500,9,2.219500994948722
2024-W14,メイン,7800,3,1.193938466248278
