year_week,category1,subtotal,quantity,構成比
2026-W08,コース&セット,324000.0,53,44.03370481108997
2026-W08,ワイン,55500.0,7,7.542810546344116
2026-W08,ジャパニーズカクテル,51500.0,30,6.999184561022016
2026-W08,ウイスキー（ハイボール・ボトル・オリジナル）,47700.0,26,6.482739874966023
2026-W08,その他,44400.0,89,6.034248437075292
2026-W08,スナック,33100.0,33,4.4985050285403645
2026-W08,ビール,29400.0,24,3.9956509921174237
2026-W08,オリジナルカクテル,26400.0,15,3.587931503125849
2026-W08,ご飯もの,24400.0,14,3.3161185104648
2026-W08,アラカルト,14600.0,10,1.9842348464256592
2026-W08,ウイスキー,13800.0,9,1.8755096493612395
2026-W08,テキーラ,13500.0,9,1.8347377004620822
2026-W08,ワイン（グラス）,13400.0,10,1.8211470508290295
2026-W08,未設定,11000.0,17,1.4949714596357706
2026-W08,カクテル,7000.0,5,0.9513454743136721
2026-W08,ジャパニーズウイスキー,6800.0,4,0.9241641750475673
2026-W08,ソフトドリンク,6400.0,8,0.8698015765153574
2026-W08,ノンアルコールカクテル,5900.0,4,0.8018483283500952
2026-W08,ドリンク,2400.0,2,0.32617559119325906
2026-W08,黒板メニュー,1800.0,1,0.2446316933949443
2026-W08,サラダ,1600.0,1,0.21745039412883935
2026-W08,デザート,1200.0,1,0.16308779559662953
