2026/04/20 09:16 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","ドリンク","ソフトドリンク","00000001164:ジャスミン茶","","550","2026/04/18 19:23:37","1","20:配膳済"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","フード","お通し","00000004006:お通し","","660","2026/04/18 19:23:37","1","20:配膳済"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","フード","お通し","00000004006:お通し","","660","2026/04/18 19:23:37","1","20:配膳済"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/18 19:25:39","1","20:配膳済"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/18 19:25:39","1","20:配膳済"
"2026/04/18","土","2026/04/18 19:23:37","2026/04/18 20:44:24","2","11720","7","フード","おすすめ","00000002646:とり天2カン","","550","2026/04/18 19:25:39","1","20:配膳済"
"2026/04/18","土","2026/04/18 20:06:50","2026/04/18 20:37:19","0","1500","1","ロケットナウ","お弁当","00000003685:ロケットチキン南蛮弁当","","1500","2026/04/18 20:06:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:27:36","2026/04/19 11:57:49","2","9460","3","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/19 11:27:36","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:27:36","2026/04/19 11:57:49","2","9460","3","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/19 11:27:36","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:27:36","2026/04/19 11:57:49","2","9460","3","ドリンク","ワイン","00000003662:グラスワイン赤","","660","2026/04/19 11:32:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:30:27","2026/04/19 12:10:59","2","4550","2","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","2026/04/19 11:30:48","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:30:27","2026/04/19 12:10:59","2","4550","2","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","2026/04/19 11:30:48","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ","00000002567:うな重 梅 定食","大盛りx1","3300","2026/04/19 11:31:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ","00000002567:うな重 梅 定食","大盛りx1","3300","2026/04/19 11:31:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ","00000003226:ポイントカードうな重梅","大盛りx1","0","2026/04/19 11:31:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ単品","00000004038:ランチ肝焼き","","550","2026/04/19 11:32:31","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ単品","00000004038:ランチ肝焼き","","550","2026/04/19 11:32:31","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:31:14","2026/04/19 12:14:12","3","8250","6","ランチ","ランチ単品","00000004038:ランチ肝焼き","","550","2026/04/19 11:32:31","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:38:31","2026/04/19 12:00:31","1","1800","1","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","2026/04/19 11:38:31","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:43:51","2026/04/19 12:18:15","2","3000","2","ランチ","ランチ","00000004030:お刺身定食","並盛x1","1800","2026/04/19 11:45:20","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:43:51","2026/04/19 12:18:15","2","3000","2","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/19 11:45:58","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/19 12:01:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/19 12:01:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/19 12:01:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ランチ","ランチ","00000002566:うな重 竹 定食","大盛りx1","4400","2026/04/19 12:01:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ランチ","ランチ","00000002566:うな重 竹 定食","大盛りx1","4400","2026/04/19 12:01:19","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ドリンク","ビール","00000000013:黒ラベル 瓶","","900","2026/04/19 12:04:23","1","20:配膳済"
"2026/04/19","日","2026/04/19 11:59:12","2026/04/19 12:49:28","5","23800","7","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","2026/04/19 12:04:23","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:20:54","2026/04/19 12:40:04","1","1800","1","ランチ","ランチ","00000004030:お刺身定食","大盛りx1","1800","2026/04/19 12:21:52","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:23:12","2026/04/19 13:16:13","1","1100","1","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","1100","2026/04/19 12:23:53","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:28:57","2026/04/19 14:04:52","0","1700","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","","200","2026/04/19 12:28:57","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:28:57","2026/04/19 14:04:52","0","1700","2","ロケットナウ","お弁当","00000003825:ロケットサバの一夜干し弁当","","1500","2026/04/19 12:28:57","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:39:27","2026/04/19 12:58:11","1","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","並盛x1","1200","2026/04/19 12:40:13","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:44:50","2026/04/19 14:04:59","0","2600","2","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","","1300","2026/04/19 12:44:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:44:50","2026/04/19 14:04:59","0","2600","2","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","","1300","2026/04/19 12:44:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:57:47","2026/04/19 13:39:05","2","2300","2","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/19 12:59:51","1","20:配膳済"
"2026/04/19","日","2026/04/19 12:57:47","2026/04/19 13:39:05","2","2300","2","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/19 12:59:51","1","20:配膳済"
"2026/04/19","日","2026/04/19 13:18:18","2026/04/19 13:37:34","1","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/19 13:18:43","1","20:配膳済"
"2026/04/19","日","2026/04/19 13:23:43","2026/04/19 13:42:53","1","1680","3","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/19 13:23:57","1","20:配膳済"
"2026/04/19","日","2026/04/19 13:23:43","2026/04/19 13:42:53","1","1680","3","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/19 13:23:57","1","20:配膳済"
"2026/04/19","日","2026/04/19 13:23:43","2026/04/19 13:42:53","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","2026/04/19 13:23:57","1","20:配膳済"
"2026/04/19","日","2026/04/19 17:36:22","2026/04/19 21:20:18","0","1300","1","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","","1300","2026/04/19 17:36:22","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:16:34","2026/04/19 21:20:26","0","1500","1","ロケットナウ","お弁当","00000003685:ロケットチキン南蛮弁当","","1500","2026/04/19 18:16:34","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:47:15","2026/04/19 19:24:01","1","7860","3","フード","お通し","00000004006:お通し","","660","2026/04/19 18:47:15","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:47:15","2026/04/19 19:24:01","1","7860","3","フード","鰻料理","00000002554:うな重 竹","少なめx1","5800","2026/04/19 18:47:15","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:47:15","2026/04/19 19:24:01","1","7860","3","フード","お刺身","00000000056:本マグロ","ハーフx1","1400","2026/04/19 19:23:11","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:48:38","2026/04/19 21:20:34","0","8450","2","出前館","鰻料理","00000004378:出前館うな重松","","7700","2026/04/19 18:48:38","1","20:配膳済"
"2026/04/19","日","2026/04/19 18:48:38","2026/04/19 21:20:34","0","8450","2","出前館","鰻料理","00000004384:出前館肝焼き","","750","2026/04/19 18:48:38","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","お通し","00000004006:お通し","","660","2026/04/19 19:34:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","お通し","00000004006:お通し","","660","2026/04/19 19:34:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","2026/04/19 19:34:14","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","おすすめ","00000004269:ホタルイカの酢味噌がけ","","880","2026/04/19 19:58:56","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","サラダ","00000003261:トマトじゃこ","","1100","2026/04/19 19:58:56","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","お刺身","00000001072:お刺身盛合せ","三点２人前x1","2200","2026/04/19 19:58:56","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","フード","揚げ物","00000000069:若鳥のうまから揚げ","","1100","2026/04/19 19:59:22","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","サワー","00000000277:緑茶ハイ","普通x1","660","2026/04/19 19:59:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/19 19:59:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/19 19:59:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/19 19:59:50","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","サワー","00000000277:緑茶ハイ","普通x1","660","2026/04/19 20:25:38","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","焼酎グラス","00000000172:三岳","ロックx1","700","2026/04/19 20:40:39","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","焼酎グラス","00000000172:三岳","ロックx1","700","2026/04/19 21:05:34","1","20:配膳済"
"2026/04/19","日","2026/04/19 19:34:14","2026/04/19 21:08:07","2","13260","15","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","2026/04/19 21:06:52","1","20:配膳済"
"2026/04/19","日","2026/04/19 20:02:59","2026/04/19 21:20:42","0","6500","1","出前館","鰻料理","00000004379:出前館うな重竹","","6500","2026/04/19 20:02:59","1","20:配膳済"
"2026/04/19","日","2026/04/19 20:08:29","2026/04/19 21:20:50","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","明太マヨx1 / 並盛x1","1200","2026/04/19 20:08:29","1","20:配膳済"
"2026/04/19","日","2026/04/19 20:29:35","2026/04/19 21:21:00","0","3700","3","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","おろしソースx1 / 並盛x1","1200","2026/04/19 20:29:35","1","20:配膳済"
"2026/04/19","日","2026/04/19 20:29:35","2026/04/19 21:21:00","0","3700","3","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","天つゆx1 / 並盛x1","1200","2026/04/19 20:29:35","1","20:配膳済"
"2026/04/19","日","2026/04/19 20:29:35","2026/04/19 21:21:00","0","3700","3","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","","1300","2026/04/19 20:29:35","1","20:配膳済"
"2026/04/19","日","2026/04/19 21:26:58","2026/04/19 21:27:30","0","11150","5","ウーバーイーツ","鰻料理","00000004087:uberうな重梅肝焼き","","4900","2026/04/19 21:27:17","1","20:配膳済"
"2026/04/19","日","2026/04/19 21:26:58","2026/04/19 21:27:30","0","11150","5","ウーバーイーツ","鰻料理","00000004087:uberうな重梅肝焼き","","4900","2026/04/19 21:27:17","1","20:配膳済"
"2026/04/19","日","2026/04/19 21:26:58","2026/04/19 21:27:30","0","11150","5","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","","750","2026/04/19 21:27:17","1","20:配膳済"
"2026/04/19","日","2026/04/19 21:26:58","2026/04/19 21:27:30","0","11150","5","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","","0","2026/04/19 21:27:17","1","20:配膳済"
"2026/04/19","日","2026/04/19 21:26:58","2026/04/19 21:27:30","0","11150","5","ウーバーイーツ","一品料理","00000004113:uber白菜のお新香","","600","2026/04/19 21:27:17","1","20:配膳済"
