取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260201185248000,2026/02/01,18:53:46,3960,3600,360,0,3960,360,5000,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,360,0,360,2,4,00:00:58,"7, 8","大泉",D425E8212C454F4E9302C419FCA1056C,"その他","tablecharge",500,2
RB0120260201185248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D425E8212C454F4E9302C419FCA1056C,"ビール","ガージェリー",1300,2
RB0120260201193357000,2026/02/01,21:35:52,23870,21700,2170,0,23870,2170,0,23870,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,2170,3,10,02:01:55,"E","大泉",7E946E2F7355472485242A66E639F0E7,"その他","tablecharge",500,3
RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,"アラカルト","フレンチフライ",1000,3
RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,"デザート","本日のデザート",1200,1
RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,"スナック","パテドカンパーニュ",1000,1
RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,"ワイン","キャンティ・クラシッコ リゼルヴァ ボナッキ",7000,1
RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,"ワイン","リチャード・ハミルトン リトル・ロード シラーズ",8000,1
RB0120260201204720000,2026/02/01,22:24:20,4400,4000,400,0,4400,400,5000,0,0,0,0,0,0,0,0,0,0,0,0,600,0,400,0,400,1,5,01:37:00,"5","大泉",992F4661518848CD8124C7889C81783D,"未設定","No charge",0,1
RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,"スナック","ビーフジャーキー",1000,1
RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,"ウイスキー（ハイボール・ボトル・オリジナル）","同業ハイボール",1000,2
RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,"ソフトドリンク","紅茶",1000,1
RB0120260201205708000,2026/02/01,22:27:26,10560,9600,960,0,10560,960,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,960,2,8,01:30:18,"A","大泉",A1B1536176E947579B692C3C66A90018,"その他","tablecharge",500,2
RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1300,3
RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,"ジャパニーズカクテル","山葵と梨のスマッシュ",2300,1
RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,"ドリンク","梅酒",1200,2
RB0120260201220015000,2026/02/01,22:43:50,6160,5600,560,0,6160,560,0,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,560,2,5,00:43:34,"E","大泉",939F1960FB744C1EAC2106CFEB1D15AF,"スナック","生チョコレート",1000,1
RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,"その他","tablecharge",500,2
RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,"ジャパニーズカクテル","Japanese High Tea",1800,1
RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,"オリジナルカクテル","Espresso Martini",1800,1
RB0120260201213650000,2026/02/01,22:58:55,6600,6000,600,0,6600,600,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,1,5,01:22:04,"7","大泉",98C9241C42274042BA62F3DB70D81F72,"未設定","No charge",0,1
RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,"ビール","ハートランド",1000,1
RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,"ウイスキー","ロイヤルブラックラ 12年",1800,1
RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,"ウイスキー","スプリングバンク 10年",1800,1
RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,"ウイスキー","メーカーズマーク",1400,1
RB0120260201224514000,2026/02/02,00:50:34,15400,14000,1400,0,15400,1400,0,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,1400,2,10,02:05:19,"D","大泉",4E929B93782244DFA739CA8C69EDF5A1,"その他","tablecharge",500,2
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"アラカルト","カルパッチョ",1700,1
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"カクテル","クラシックカクテル",1400,1
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"ジャパニーズウイスキー","知多",1700,1
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"ビール","ガージェリー",1300,1
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"ジャパニーズカクテル","山葵と梨のスマッシュ",2300,1
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"ジャパニーズカクテル","Japanese High Tea",1800,2
RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,"スナック","牡蠣のレモンマリネ",1000,1
RB0120260202185505000,2026/02/02,19:26:54,14300,13000,1300,0,14300,1300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,1300,5,10,00:31:48,"E","大泉",B3F9B5C34F0C4CBFA147CFA4591BBAB2,"その他","tablecharge",500,5
RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,"カクテル","クラシックカクテル",3500,1
RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,"オリジナルカクテル","Espresso Martini",1800,1
