取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260515194711000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7E058E611AF4A05AA543C3301A94374,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260515194711000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7E058E611AF4A05AA543C3301A94374,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260515194711000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7E058E611AF4A05AA543C3301A94374,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260515194711000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7E058E611AF4A05AA543C3301A94374,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260515203201000,2026/05/15,23:51:38,10400,10400,945,0,10400,945,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,03:19:37,"4, 5","橋本",6FCBAC357B3D4481900906E7496893DA,"未設定","No charge",0,2,""
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260515203201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FCBAC357B3D4481900906E7496893DA,"MAIN DISHES","ミントのジェノベーゼ",1900,1,
RB0120260515231207000,2026/05/15,23:57:15,5300,5300,481,0,5300,481,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,00:45:08,"A","橋本",A36479B2D9C64EAFA0D42B3C5A70D2EB,"その他","tablecharge",600,2,""
RB0120260515231207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A36479B2D9C64EAFA0D42B3C5A70D2EB,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260515231207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A36479B2D9C64EAFA0D42B3C5A70D2EB,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260515231207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A36479B2D9C64EAFA0D42B3C5A70D2EB,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260515234231000,2026/05/16,00:01:04,5490,6100,499,0,5490,499,6000,0,0,0,0,0,0,0,0,0,0,0,0,510,0,-610,0,-610,1,6,00:18:32,"9","橋本",56765F8B517E4EA7856C402393D9B03E,"未設定","No charge",0,1,""
RB0120260515234231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56765F8B517E4EA7856C402393D9B03E,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,4,
RB0120260515234231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56765F8B517E4EA7856C402393D9B03E,"ビール","ガージェリー",1300,1,
RB0120260516182124000,2026/05/16,20:02:06,8500,8500,772,0,8500,772,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:40:42,"A","両角",AD81201CB0314656A6ED9223C89BA94C,"その他","tablecharge",600,2,""
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"その他","丸氷",100,1,
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"ジャパニーズウイスキー","竹鶴",1700,1,
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260516182124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD81201CB0314656A6ED9223C89BA94C,"HOT APPETIZERS","にんじんのソテー",1300,1,
RB0120260516195337000,2026/05/16,20:36:35,4200,4200,381,0,4200,381,10200,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,2,4,00:42:58,"D","両角",055CB52F45BF43EAA14EC2BE3BE34883,"その他","tablecharge",600,2,"新規"
RB0120260516195337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,055CB52F45BF43EAA14EC2BE3BE34883,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2,
RB0120260516185552000,2026/05/16,20:39:45,6200,6200,563,0,6200,563,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:43:52,"C","両角",C28FE8BBEE7C432C94B34B1BE04749ED,"その他","tablecharge",600,2,""
RB0120260516185552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C28FE8BBEE7C432C94B34B1BE04749ED,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260516185552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C28FE8BBEE7C432C94B34B1BE04749ED,"ワイン（グラス）","デバルド・ビアンコ",1200,1,
RB0120260516185552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C28FE8BBEE7C432C94B34B1BE04749ED,"COLD APPETIZERS","ケールとベリーのサラダ",1300,1,
RB0120260516185552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C28FE8BBEE7C432C94B34B1BE04749ED,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260516202837000,2026/05/16,21:49:14,8700,8700,790,0,8700,790,10000,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,2,7,01:20:37,"A","両角",84ED11838A634A86A25B45D8507A3262,"その他","tablecharge",600,2,""
RB0120260516202837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ED11838A634A86A25B45D8507A3262,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260516202837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ED11838A634A86A25B45D8507A3262,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260516202837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ED11838A634A86A25B45D8507A3262,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260516202837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ED11838A634A86A25B45D8507A3262,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260516202837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ED11838A634A86A25B45D8507A3262,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260516221226000,2026/05/16,22:35:27,2100,2100,190,0,2100,190,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,00:23:01,"6","両角",DE6C7AE50B314454A91F8C1FBB574436,"その他","tablecharge",600,1,""
RB0120260516221226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE6C7AE50B314454A91F8C1FBB574436,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260516202846000,2026/05/16,22:39:26,7600,7600,690,0,7600,690,10000,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,2,6,02:10:39,"B","橋本",4AFA32F4A2174AB38B7DCB5CE29925D4,"その他","tablecharge",600,2,""
RB0120260516202846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4AFA32F4A2174AB38B7DCB5CE29925D4,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260516202846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4AFA32F4A2174AB38B7DCB5CE29925D4,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260516202846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4AFA32F4A2174AB38B7DCB5CE29925D4,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260516202846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4AFA32F4A2174AB38B7DCB5CE29925D4,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260516222334000,2026/05/17,00:19:38,35700,35700,3245,0,35700,3245,0,35700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,01:56:04,"F","橋本",57A378D3AF1B41A4A1A27B30D3E655AE,"その他","tablecharge",600,6,""
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"ジャパニーズウイスキー","響　ブレンダーズチョイス",3000,3,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,2,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,2,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"DESSERT COCKTAIL","ティラミスロブロイ",1500,4,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,2,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"BAR SNACKS ","オリーブ",700,1,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"BAR SNACKS ","キャンディピーカン",700,6,
RB0120260516222334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57A378D3AF1B41A4A1A27B30D3E655AE,"HOT APPETIZERS","フィグバター＆ブリオッシュ",1300,1,
RB0120260516201713000,2026/05/17,00:38:03,14400,14400,1309,0,14400,1309,20000,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,2,12,04:20:50,"E","橋本",04A3EEAD3AEE4D4AB39A07EF71F31B0D,"その他","ドリンク",1700,1,"ズマさん"
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"その他","tablecharge",600,2,
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,5,
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"ソフトドリンク","フィーバーツリーソーダ",800,1,
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260516201713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A3EEAD3AEE4D4AB39A07EF71F31B0D,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260517200230000,2026/05/17,21:00:24,6300,6300,572,0,6300,572,10000,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,2,6,00:57:54,"A","両角",7F552686B61B4143AEA60DAFC4672E03,"その他","tablecharge",600,2,""
RB0120260517200230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F552686B61B4143AEA60DAFC4672E03,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260517200230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F552686B61B4143AEA60DAFC4672E03,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260517200230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F552686B61B4143AEA60DAFC4672E03,"BAR SNACKS ","ビーツのフムス",900,1,
RB0120260517200230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F552686B61B4143AEA60DAFC4672E03,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260517205435000,2026/05/17,21:45:32,7670,7500,697,0,7670,697,0,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,00:50:57,"C","両角",FFCBEAAD01DB432B86CDBE397FA4348F,"その他","tablecharge",600,2,"海外"
RB0120260517205435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFCBEAAD01DB432B86CDBE397FA4348F,"日本酒","作",1700,1,
RB0120260517205435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFCBEAAD01DB432B86CDBE397FA4348F,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260517205435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFCBEAAD01DB432B86CDBE397FA4348F,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260517205435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFCBEAAD01DB432B86CDBE397FA4348F,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260517203603000,2026/05/17,22:09:23,6900,6900,627,0,6900,627,0,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:33:19,"7, 8","橋本",112859DC6CCF4C2DAA0F97D82BFB075C,"その他","tablecharge",600,2,"3．4年前来店あり"
RB0120260517203603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112859DC6CCF4C2DAA0F97D82BFB075C,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260517203603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112859DC6CCF4C2DAA0F97D82BFB075C,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260517203603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112859DC6CCF4C2DAA0F97D82BFB075C,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260517203603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112859DC6CCF4C2DAA0F97D82BFB075C,"STANDARD COCKTAIL","チャイナブルー",1200,1,
RB0120260517221047000,2026/05/17,22:20:00,10400,10400,945,0,10400,945,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,00:09:13,"E","橋本",199B3BD3A0CF4AC383A6BA29B67FA2D2,"その他","tablecharge",600,4,"海外"
RB0120260517221047000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199B3BD3A0CF4AC383A6BA29B67FA2D2,"ワイン（グラス）","デバルド・ロッソ",1200,1,
RB0120260517221047000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199B3BD3A0CF4AC383A6BA29B67FA2D2,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260517221047000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199B3BD3A0CF4AC383A6BA29B67FA2D2,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260517221047000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199B3BD3A0CF4AC383A6BA29B67FA2D2,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260517221047000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199B3BD3A0CF4AC383A6BA29B67FA2D2,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260517205446000,2026/05/17,22:27:36,14200,14200,1290,0,14200,1290,0,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,01:32:50,"D","橋本",CA15F343AC154B3EAF7BD14561D558CF,"その他","tablecharge",600,3,"海外"
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"ジャパニーズウイスキー","竹鶴",1700,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"ジャパニーズウイスキー","響　ブレンダーズチョイス",3000,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260517205446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA15F343AC154B3EAF7BD14561D558CF,"DESSERT","キャラメルバナナ",1200,1,
RB0120260517221132000,2026/05/17,22:38:59,6800,6800,618,0,6800,618,10000,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,3,6,00:27:27,"C","橋本",D65EE657F958431FAC10E7ACF51B98FF,"その他","tablecharge",600,3,"海外"
RB0120260517221132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D65EE657F958431FAC10E7ACF51B98FF,"ジャパニーズウイスキー","宮城峡",1600,1,
RB0120260517221132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D65EE657F958431FAC10E7ACF51B98FF,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260517221132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D65EE657F958431FAC10E7ACF51B98FF,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260517223352000,2026/05/17,23:23:50,7600,7600,690,0,7600,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,00:49:58,"4, 5","橋本",EF3D5C705DDA4561AFF001EF9494E569,"その他","tablecharge",600,2,"一般"
RB0120260517223352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF3D5C705DDA4561AFF001EF9494E569,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260517223352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF3D5C705DDA4561AFF001EF9494E569,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260517223352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF3D5C705DDA4561AFF001EF9494E569,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260517223352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF3D5C705DDA4561AFF001EF9494E569,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260517221254000,2026/05/17,23:25:32,4600,4600,418,0,4600,418,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,01:12:37,"A","橋本",BFDE71F88BC74C0FA53C119E45858C6E,"その他","tablecharge",600,2,"一般"
RB0120260517221254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFDE71F88BC74C0FA53C119E45858C6E,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260517221254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFDE71F88BC74C0FA53C119E45858C6E,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260517221334000,2026/05/17,23:56:35,7200,7200,654,0,7200,654,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:43:01,"B","橋本",F9A54A0C9F9344ADA10B37723FA16FB6,"その他","tablecharge",600,2,"一般"
RB0120260517221334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F9A54A0C9F9344ADA10B37723FA16FB6,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260517221334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F9A54A0C9F9344ADA10B37723FA16FB6,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260517221334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F9A54A0C9F9344ADA10B37723FA16FB6,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260517221334000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F9A54A0C9F9344ADA10B37723FA16FB6,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260517225807000,2026/05/18,01:16:13,36360,40400,3305,0,36360,3305,0,36360,0,0,0,0,0,0,0,0,0,0,0,0,0,-4040,0,-4040,4,29,02:18:06,"F","橋本",0F7A468F3A9C446C9EA1B75E23141CC9,"未設定","No charge",0,4,"工藤さん"
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"その他","丸氷",100,2,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ウイスキー（ハイボール・ボトル・オリジナル）","ウイスキー",3000,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ウイスキー（ハイボール・ボトル・オリジナル）","ウイスキー",2000,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ウイスキー（ハイボール・ボトル・オリジナル）","ウイスキー",900,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ウイスキー（ハイボール・ボトル・オリジナル）","BFAグレングラッサ8年",2800,4,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ジン","季の美",1400,10,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ウイスキー（ハイボール・ボトル・オリジナル）","ウイスキーボトル",4000,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"ジン","バレルエイジドジン",1800,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260517225807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F7A468F3A9C446C9EA1B75E23141CC9,"BAR SNACKS ","BAR 専用チョコレート",600,3,
RB0120260518190446000,2026/05/18,19:54:22,4600,4600,418,0,4600,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,00:49:36,"6","橋本",72CC9EAFBD9843E0BAE63B9A20BE4C14,"その他","tablecharge",600,1,"新規"
RB0120260518190446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72CC9EAFBD9843E0BAE63B9A20BE4C14,"ビール","ハートランド",1000,1,
RB0120260518190446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72CC9EAFBD9843E0BAE63B9A20BE4C14,"ジャパニーズウイスキー","余市",1800,1,
RB0120260518190446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72CC9EAFBD9843E0BAE63B9A20BE4C14,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260518183431000,2026/05/18,20:57:59,13000,13000,1181,0,13000,1181,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,02:23:28,"A","橋本",62CDDF6E882A4498B280E68E0C978897,"その他","tablecharge",600,2,"新規"
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,2,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"ビール","ハートランド",1000,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"COLD APPETIZERS","ケールとベリーのサラダ",1300,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260518183431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62CDDF6E882A4498B280E68E0C978897,"MAIN DISHES","ボロネーゼラザニア",2100,1,
