取引No,元取引No,取引日,取引時間,来店日,来店時間,店舗番号,店舗名,取引種別,レジ番号,レジ担当者番号,レジ担当者名,商品名,バリエーション種別1,バリエーション種別2,販売単位,商品単価,販売分量,商品数,商品合計金額,割引・割増,個別割引・割増金額,単位,個別割引・割増数,個別割引・割増合計金額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額,小計数,小計,外税額,カスタム割引・割増,端数値引,割引調整,合計,内消費税,合計（10%標準）,内消費税（10%標準）,合計（8%標準）,内消費税（8%標準）,合計（8%軽減）,内消費税（8%軽減）,合計（非課税）,クレジットカード(Airペイ タッチ),クレジットカード(Airペイ),現金,iD(Airペイ),交通系電子マネー(Airペイ),UnionPay 銀聯(Airペイ),ポイント(ホットペッパーグルメ),QUICPay(Airペイ),QR決済(Airペイ QR),スマート支払い(ホットペッパーグルメ),QR決済(Airペイ),クレジットカード(オンライン決済),クレジットカード(モバイルオーダー 店外版),ポイント(Airペイ ポイント),クレジットカード/電子マネー(Square),Pontaポイント/リクルートポイント,Apple Pay(Airペイ),お預り金額,おつり金額
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,椎茸肉巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,茄子巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ベーコン,,,,280,,1,280,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,レタス巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,緑茶ハイ,ノーマル,,,450,,1,450,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112195909169,,2025/01/12,20:49:39,2025/01/12,19:55:18,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,赤ワイン,グラス,,,500,,1,500,,0,-,0,0,,0,0,0,0,15,5480,548,0,0,0,6028,548,6028,548,0,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,女性,,,300,,1,300,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,1,300,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,生ビール,,,,500,,2,1000,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ニラのおひたし,,,,480,,1,480,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,茄子の揚げ浸し,,,,580,,1,580,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,のりチーズ,,,,280,,1,280,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,うずら肉巻き串,,,,220,,1,220,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ミニトマト肉巻き,,,,240,,1,240,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,えびしそチーズおろしポン酢,,,,300,,1,300,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,椎茸肉巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,四季桜【とちぎの星】,,,,800,,1,800,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,吉野物語,ベリーベリー【ソーダ割り】,,,600,,2,1200,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,かめやハイボール,かめやハイボール,,,500,,1,500,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ニラ玉,,,,580,,1,580,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,きつね納豆,,,,480,,1,480,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,鳳凰美田【いちご】,ロック,,,750,,1,750,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,男梅サワー,男梅サワー,,,500,,1,500,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112193023823,,2025/01/12,21:16:30,2025/01/12,19:30:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,鬼おろしサワー【果実酒】,キウイ【ソーダ】,,,600,,1,600,,0,-,0,0,,0,0,0,0,21,9670,967,0,0,0,10637,967,10637,967,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,大亀コース【6000】,,,,6000,,50,300000,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,コーラ,,,0,,8,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ファジーネーブル,,,0,,1,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,レモンサワー,,,0,,35,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,梅酒【ソーダ】,,,0,,17,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,生ビール,,,0,,13,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ウーロン茶,,,0,,49,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,ジンジャーエール,,,0,,5,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ピーチウーロン,,,0,,6,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,緑茶ハイ,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ハイボール,,,0,,1,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,緑茶,,,0,,9,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ジャスミン茶,,,0,,7,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,ウーロンハイ,,,0,,8,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,梅酒【ロック】,,,0,,32,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,オレンジ,,,0,,10,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,カシスオレンジ,,,0,,5,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,麦【ソーダ割り】,,,0,,4,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,炭酸水,,,0,,5,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,日本酒【熱燗】,,,0,,1,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お冷,,,,0,,9,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,ライムサワー,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,麦【ロック】,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,コークハイボール,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,カルピス,,,0,,4,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,グレフルサワー,,,0,,7,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,赤ワイン,,,0,,1,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,カシスソーダ,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,芋【ソーダ割り】,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ジンジャーハイボール,,,0,,4,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ピーチソーダ,,,0,,3,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ウォッカオレンジ,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112182850584,,2025/01/12,21:59:07,2025/01/12,18:14:16,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,カルピスサワー,,,0,,2,0,,0,-,0,0,,0,0,0,0,310,300000,0,0,0,0,300000,27272,300000,27272,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,生ビール,,,0,,27,0,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,かめやコース【5000】,,,,5000,,6,30000,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ハイボール,,,0,,3,0,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,緑茶ハイ,,,0,,7,0,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,赤ワイン,,,0,,1,0,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112192445024,,2025/01/12,22:08:10,2025/01/12,19:24:03,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,白ワイン,,,0,,2,0,,0,-,0,0,,0,0,0,0,46,30000,0,0,0,0,30000,2727,30000,2727,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0
HD0020250112211455731,,2025/01/12,22:39:43,2025/01/12,21:12:22,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,瓶ビール【赤星】,,,,680,,1,680,,0,-,0,0,,0,0,0,0,18,7260,726,0,0,0,7986,726,7986,726,0,0,0,0,0,0,0,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086,100
HD0020250112211455731,,2025/01/12,22:39:43,2025/01/12,21:12:22,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,1,300,,0,-,0,0,,0,0,0,0,18,7260,726,0,0,0,7986,726,7986,726,0,0,0,0,0,0,0,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086,100
HD0020250112211455731,,2025/01/12,22:39:43,2025/01/12,21:12:22,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,女性,,,300,,1,300,,0,-,0,0,,0,0,0,0,18,7260,726,0,0,0,7986,726,7986,726,0,0,0,0,0,0,0,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086,100
HD0020250112211455731,,2025/01/12,22:39:43,2025/01/12,21:12:22,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,1,280,,0,-,0,0,,0,0,0,0,18,7260,726,0,0,0,7986,726,7986,726,0,0,0,0,0,0,0,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086,100
