取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"その他","丸氷",100,1
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"ウイスキー","ボウモア12年",1600,3
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"ウイスキー","ラフロイグ10年",1700,2
RB0120260402214657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925D0F0718554DD78DA9EA69280BAE99,"BAR SNACKS ","キャンディピーカン",700,1
RB0120260402215538000,2026/04/02,23:51:13,14700,14700,1336,0,14700,1336,0,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,01:55:34,"4","大泉",89FDADFF293149AFA55E112EF372F69C,"その他","tablecharge",600,5
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"ビール","ガージェリー",1300,1
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"JAPANESE COCKTAIL","ゆずマティーニ",1900,2
RB0120260402215538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89FDADFF293149AFA55E112EF372F69C,"JAPANESE COCKTAIL","桜ブロッサム",1900,1
RB0120260402233234000,2026/04/03,00:02:32,17700,17700,1609,0,17700,1609,0,17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,00:29:57,"D","大泉",7AD6A48B963B4DE0889018A82E5AAE1D,"その他","tablecharge",600,4
