2025/10/19 10:36 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.伝票番号","H.集計対象営業年月日","H.伝票処理日","H.曜日","H.客数（合計）","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品","D.価格","D.数量"
"No:202500100002709","2025/08/01","2025/08/01 13:19:51","金","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002709","2025/08/01","2025/08/01 13:19:51","金","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002709","2025/08/01","2025/08/01 12:50:49","金","2","3300","1","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002709","2025/08/01","2025/08/01 13:19:51","金","2","3300","1","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002710","2025/08/01","2025/08/01 12:24:17","金","2","3060","4","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002710","2025/08/01","2025/08/01 12:24:17","金","2","3060","4","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002710","2025/08/01","2025/08/01 12:24:17","金","2","3060","4","フード","00000001797:サラダ","330","1"
"No:202500100002710","2025/08/01","2025/08/01 12:24:17","金","2","3060","4","フード","00000001797:サラダ","330","1"
"No:202500100002711","2025/08/01","2025/08/01 12:21:46","金","2","2900","2","ランチ","00000002567:うな重 梅 定食","0","0"
"No:202500100002711","2025/08/01","2025/08/01 12:21:46","金","2","2900","2","フード","00000001104:とり天定食","1100","1"
"No:202500100002711","2025/08/01","2025/08/01 12:21:46","金","2","2900","2","フード","00000001102:お刺身定食","1800","1"
"No:202500100002712","2025/08/01","2025/08/01 12:33:26","金","1","1200","1","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002713","2025/08/01","2025/08/01 12:37:23","金","5","6400","5","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002713","2025/08/01","2025/08/01 12:37:23","金","5","6400","5","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002713","2025/08/01","2025/08/01 12:37:23","金","5","6400","5","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002713","2025/08/01","2025/08/01 12:37:23","金","5","6400","5","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002713","2025/08/01","2025/08/01 12:37:23","金","5","6400","5","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100002714","2025/08/01","2025/08/01 12:55:06","金","2","3000","2","ランチ","00000003311:エビフライ定食","1800","1"
"No:202500100002714","2025/08/01","2025/08/01 12:55:06","金","2","3000","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002715","2025/08/01","2025/08/01 12:49:54","金","1","1200","1","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002716","2025/08/01","2025/08/01 12:54:04","金","2","2400","2","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002716","2025/08/01","2025/08/01 12:54:04","金","2","2400","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002717","2025/08/01","2025/08/01 13:13:27","金","1","2570","2","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002717","2025/08/01","2025/08/01 13:13:27","金","1","2570","2","フード","00000001735:とんかつ定食","1800","1"
"No:202500100002718","2025/08/01","2025/08/01 13:10:37","金","2","2300","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002718","2025/08/01","2025/08/01 13:10:37","金","2","2300","2","フード","00000001104:とり天定食","0","0"
"No:202500100002718","2025/08/01","2025/08/01 13:10:37","金","2","2300","2","フード","00000001104:とり天定食","1100","1"
"No:202500100002719","2025/08/01","2025/08/01 13:28:42","金","1","1200","1","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002720","2025/08/01","2025/08/01 13:14:32","金","1","1530","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002720","2025/08/01","2025/08/01 13:14:32","金","1","1530","2","フード","00000000072:自家製冷奴","330","1"
"No:202500100002721","2025/08/01","2025/08/01 13:37:49","金","1","1800","1","フード","00000001103:カキフライ定食","1800","1"
"No:202500100002722","2025/08/01","2025/08/01 13:44:18","金","2","3600","2","フード","00000001103:カキフライ定食","1800","1"
"No:202500100002722","2025/08/01","2025/08/01 13:44:18","金","2","3600","2","フード","00000001735:とんかつ定食","1800","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","コース","00000002619:鰻満喫コース","12000","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","コース","00000002619:鰻満喫コース","12000","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","コース","00000002619:鰻満喫コース","12000","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000000111:浦霞","2200","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000002263:廣戸川","1210","1"
"No:202500100002723","2025/08/01","2025/08/01 19:52:18","金","3","42530","11","ドリンク","00000003218:おすすめ日本酒","1320","1"
"No:202500100002724","2025/08/01","2025/08/01 18:42:31","金","0","12000","4","お土産","00000002571:TO)うな重 梅","4200","1"
"No:202500100002724","2025/08/01","2025/08/01 18:42:31","金","0","12000","4","お土産","00000002571:TO)うな重 梅","4200","1"
"No:202500100002724","2025/08/01","2025/08/01 18:42:31","金","0","12000","4","お土産","00000002573:TO)う巻 上","3000","1"
"No:202500100002724","2025/08/01","2025/08/01 18:42:31","金","0","12000","4","お土産","00000000102:TO)肝焼き","600","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000003484:お通し","660","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000003484:お通し","660","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000000832:鰻ざく","1200","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000000832:鰻ざく","1200","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000001077:シーザー風サラダ","1600","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000000130:メヒカリの唐揚げ","1100","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ","500","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000001157:ニュートンクラレット","7000","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000000277:緑茶ハイ","660","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000003484:お通し","660","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000000277:緑茶ハイ","660","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","フード","00000000287:ﾊｰﾌうなぎ蒲焼","3600","1"
"No:202500100002725","2025/08/01","2025/08/01 21:15:47","金","2","27270","14","ドリンク","00000001158:ニュートンシャルドネ","7000","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000003484:お通し","660","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000003484:お通し","660","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000002554:うな重 竹","5800","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000002554:うな重 竹","5800","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000003594:マグロ頬肉唐揚げ","550","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000003261:トマトじゃこ","1100","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","フード","00000000071:大和芋の磯辺揚","1100","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002726","2025/08/01","2025/08/01 19:54:10","金","2","16770","11","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","テイクアウト","00000000551:uber白焼き","7200","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","ウーバーイーツ","00000003659:Uberタレ","300","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002727","2025/08/01","2025/08/01 19:39:54","金","0","22400","6","テイクアウト","00000001290:uber大和芋のとろろサラダ","1900","1"
"No:202500100002728","2025/08/01","2025/08/01 19:40:03","金","0","11650","5","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100002728","2025/08/01","2025/08/01 19:40:03","金","0","11650","5","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002728","2025/08/01","2025/08/01 19:40:03","金","0","11650","5","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002728","2025/08/01","2025/08/01 19:40:03","金","0","11650","5","テイクアウト","00000002479:uber肝焼きプロモーション","0","1"
"No:202500100002728","2025/08/01","2025/08/01 19:40:03","金","0","11650","5","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002729","2025/08/01","2025/08/01 19:40:11","金","0","13000","4","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002729","2025/08/01","2025/08/01 19:40:11","金","0","13000","4","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002729","2025/08/01","2025/08/01 19:40:11","金","0","13000","4","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002729","2025/08/01","2025/08/01 19:40:11","金","0","13000","4","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002730","2025/08/01","2025/08/01 21:50:40","金","0","14950","4","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002730","2025/08/01","2025/08/01 21:50:40","金","0","14950","4","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002730","2025/08/01","2025/08/01 21:50:40","金","0","14950","4","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002730","2025/08/01","2025/08/01 21:50:40","金","0","14950","4","テイクアウト","00000002479:uber肝焼きプロモーション","0","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000003484:お通し","660","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000003484:お通し","660","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000000062:大和芋のとろろサラダ","1500","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000000068:サバの一夜干し","1300","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000000135:お新香盛","770","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000000288:ﾊｰﾌうなぎ白焼き","3600","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000000144:ライス","220","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","フード","00000002553:うな重 松","6900","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002731","2025/08/01","2025/08/01 21:34:40","金","2","17590","10","ドリンク","00000003218:おすすめ日本酒","1210","1"
"No:202500100002732","2025/08/01","2025/08/01 21:03:25","金","1","19780","5","フード","00000003484:お通し","660","1"
"No:202500100002732","2025/08/01","2025/08/01 21:03:25","金","1","19780","5","ドリンク","00000002049:ハートランド","900","1"
"No:202500100002732","2025/08/01","2025/08/01 21:03:25","金","1","19780","5","ドリンク","00000002049:ハートランド","900","1"
"No:202500100002732","2025/08/01","2025/08/01 21:03:25","金","1","19780","5","ドリンク","00000001159:ヴーヴクリコ","16000","1"
"No:202500100002732","2025/08/01","2025/08/01 21:03:25","金","1","19780","5","フード","00000001072:お刺身盛合せ","1320","1"
"No:202500100002733","2025/08/01","2025/08/01 21:50:51","金","0","8650","4","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002733","2025/08/01","2025/08/01 21:50:51","金","0","8650","4","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002733","2025/08/01","2025/08/01 21:50:51","金","0","8650","4","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002733","2025/08/01","2025/08/01 21:50:51","金","0","8650","4","テイクアウト","00000002479:uber肝焼きプロモーション","0","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000277:緑茶ハイ","660","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","フード","00000000899:骨せんべい","440","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","フード","00000002646:とり天2カン","550","1"
"No:202500100002734","2025/08/02","2025/08/02 13:13:27","土","4","18750","12","ドリンク","00000000277:緑茶ハイ","660","1"
"No:202500100002735","2025/08/02","2025/08/02 12:18:49","土","2","3000","2","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002735","2025/08/02","2025/08/02 12:18:49","土","2","3000","2","ランチ","00000003311:エビフライ定食","1800","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000001077:シーザー風サラダ","1600","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000002558:肝焼き","600","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000002558:肝焼き","600","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000000227:らっきょう","440","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000000130:メヒカリの唐揚げ","1100","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000002554:うな重 竹","5800","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000002554:うな重 竹","5800","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000003544:ランチ肝吸いへ変更","220","1"
"No:202500100002736","2025/08/02","2025/08/02 13:33:37","土","2","19180","13","フード","00000003544:ランチ肝吸いへ変更","220","1"
"No:202500100002737","2025/08/02","2025/08/02 12:41:12","土","2","2400","2","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002737","2025/08/02","2025/08/02 12:41:12","土","2","2400","2","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002738","2025/08/02","2025/08/02 12:55:57","土","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002739","2025/08/02","2025/08/02 13:10:06","土","3","3600","3","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002739","2025/08/02","2025/08/02 13:10:06","土","3","3600","3","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002739","2025/08/02","2025/08/02 13:10:06","土","3","3600","3","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002739","2025/08/02","2025/08/02 13:09:54","土","3","1200","1","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002739","2025/08/02","2025/08/02 13:10:06","土","3","2400","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002739","2025/08/02","2025/08/02 13:10:06","土","3","2400","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002740","2025/08/02","2025/08/02 13:42:43","土","2","15100","4","ドリンク","00000001204:コーン茶","550","1"
"No:202500100002740","2025/08/02","2025/08/02 13:42:43","土","2","15100","4","ドリンク","00000000047:コーラ","550","1"
"No:202500100002740","2025/08/02","2025/08/02 13:42:43","土","2","15100","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100002740","2025/08/02","2025/08/02 13:42:43","土","2","15100","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100002741","2025/08/02","2025/08/02 13:09:17","土","1","1200","1","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002742","2025/08/02","2025/08/02 13:10:40","土","1","4400","1","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000001127:uber生姜焼き弁当","1900","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000001127:uber生姜焼き弁当","1900","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000001127:uber生姜焼き弁当","1900","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000002479:uber肝焼きプロモーション","0","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002743","2025/08/02","2025/08/02 14:07:15","土","0","15850","8","テイクアウト","00000001304:uber若鳥の唐揚げ","1500","1"
"No:202500100002744","2025/08/02","2025/08/02 13:56:02","土","2","10500","3","ドリンク","00000000014:オールフリー","600","1"
"No:202500100002744","2025/08/02","2025/08/02 13:56:02","土","2","10500","3","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100002744","2025/08/02","2025/08/02 13:56:02","土","2","10500","3","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002745","2025/08/02","2025/08/02 14:20:40","土","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002745","2025/08/02","2025/08/02 14:20:40","土","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002745","2025/08/02","2025/08/02 14:20:11","土","2","3300","1","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002745","2025/08/02","2025/08/02 14:20:40","土","2","3300","1","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002746","2025/08/02","2025/08/02 14:16:49","土","1","6070","4","ランチ","00000002489:ランチ白焼","4800","1"
"No:202500100002746","2025/08/02","2025/08/02 14:16:49","土","1","6070","4","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002746","2025/08/02","2025/08/02 14:16:49","土","1","6070","4","フード","00000000300:きゅうりのお新香","500","1"
"No:202500100002746","2025/08/02","2025/08/02 14:16:49","土","1","6070","4","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","0","0"
"No:202500100002746","2025/08/02","2025/08/02 14:16:49","土","1","6070","4","ドリンク","00000003161:1ドリンクサービス","0","1"
"No:202500100002747","2025/08/02","2025/08/02 14:11:01","土","1","4400","1","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","フード","00000003594:マグロ頬肉唐揚げ","550","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","フード","00000000899:骨せんべい","440","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100002748","2025/08/02","2025/08/02 14:33:51","土","2","14080","7","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100002749","2025/08/02","2025/08/02 14:14:12","土","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002750","2025/08/02","2025/08/02 14:14:49","土","2","3000","2","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002750","2025/08/02","2025/08/02 14:14:49","土","2","3000","2","フード","00000001735:とんかつ定食","1800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000013:黒ラベル 瓶","900","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000002049:ハートランド","900","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000012:スーパードライ 瓶","900","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000003134:アップルジュース","550","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000003134:アップルジュース","550","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000013:黒ラベル 瓶","900","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000112:酔鯨","1210","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000000629:雪の茅舎","1100","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000003675:鶴齢","1210","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","ドリンク","00000003675:鶴齢","1210","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002751","2025/08/02","2025/08/02 19:37:52","土","6","64320","21","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000003484:お通し","660","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000003484:お通し","660","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000003484:お通し","660","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000003484:お通し","660","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002647:とり天4カン","880","1"
