week,category1,subtotal,quantity,構成比
2022-W44,ウイスキー,90800.0,81,18.46917397229624
2022-W44,カクテル,88000.0,64,17.899639973150542
2022-W44,お通し,59000.0,83,12.000894981998657
2022-W44,グラスワイン&ビール,46300.0,36,9.417651485873522
2022-W44,クリエーションカクテル,42800.0,28,8.7057339869414
2022-W44,フルーツカクテル,42200.0,25,8.583690987124463
2022-W44,アペタイザー,40380.0,31,8.21349388767976
2022-W44,未設定,35090.0,24,7.1374814392937775
2022-W44,フード,25960.0,13,5.280393792079409
2022-W44,ボトル白,14000.0,2,2.847669995728495
2022-W44,その他,6300.0,4,1.2814514980778227
2022-W44,デザート,800.0,1,0.162723999755914
2022-W45,コース,168000.0,16,28.12044925765362
2022-W45,クリエーションカクテル,61100.0,40,10.227139581206167
2022-W45,カクテル,56200.0,45,9.40695981119127
2022-W45,ウイスキー,54400.0,51,9.105669283430695
2022-W45,お通し,45000.0,66,7.532263194014361
2022-W45,その他,37100.0,13,6.209932544398507
2022-W45,グラスワイン&ビール,32000.0,24,5.35627604907688
2022-W45,アペタイザー,29600.0,22,4.9545553453961135
2022-W45,ボトル赤,24000.0,3,4.017207036807659
2022-W45,未設定,23760.0,16,3.9770349664395828
2022-W45,フルーツカクテル,21400.0,14,3.582009607820163
2022-W45,ボトル白,21000.0,3,3.5150561572067023
2022-W45,フード,16170.0,8,2.706593241049161
2022-W45,デザート,6500.0,3,1.087993572468741
2022-W45,イベント,1200.0,1,0.20086035184038298
2022-W46,コース,233500.0,50,20.83305451836387
2022-W46,カクテル,228600.0,222,20.39587264624403
2022-W46,クリエーションカクテル,112100.0,75,10.001650584619227
2022-W46,ウイスキー,91700.0,85,8.181546463957032
2022-W46,お通し,84015.0,135,7.495884691050708
2022-W46,ボトル白,72000.0,10,6.423896896454812
2022-W46,グラスワイン&ビール,69800.0,59,6.227611157952026
2022-W46,アペタイザー,57450.0,44,5.125734398629569
2022-W46,未設定,48410.0,24,4.319178454963576
2022-W46,フルーツカクテル,35700.0,22,3.1851822111588444
2022-W46,ボトル赤,31000.0,3,2.7658444970847107
2022-W46,フード,26840.0,18,2.3946860097339884
2022-W46,その他,17500.0,11,1.5613638289994336
2022-W46,デザート,7200.0,4,0.6423896896454812
2022-W46,シャンパーニュ,5000.0,1,0.4461039511426953
2022-W47,クリエーションカクテル,141200.0,93,17.223923199843863
2022-W47,その他,132800.0,15,16.199270544895644
2022-W47,カクテル,86000.0,66,10.490491467326999
2022-W47,お通し,67000.0,92,8.172824747801267
2022-W47,コース,66000.0,14,8.05084228887886
2022-W47,ウイスキー,64200.0,48,7.831273862818526
2022-W47,アペタイザー,60410.0,43,7.3689603435026045
2022-W47,グラスワイン&ビール,49600.0,30,6.050329962551385
2022-W47,フード,46760.0,27,5.703899779211749
2022-W47,ボトル赤,38000.0,4,4.635333439051465
2022-W47,フルーツカクテル,37600.0,24,4.586540455482502
2022-W47,デザート,19320.0,14,2.3567011063809025
2022-W47,未設定,10900.0,5,1.3296088022542358
2022-W48,カクテル,38000.0,30,15.493761722253934
2022-W48,アペタイザー,37300.0,27,15.208350322107151
2022-W48,ウイスキー,36300.0,26,14.80061975046889
2022-W48,お通し,30000.0,43,12.231917149147844
2022-W48,フード,27200.0,14,11.090271548560711
2022-W48,グラスワイン&ビール,26800.0,20,10.927179319905408
2022-W48,クリエーションカクテル,24800.0,16,10.111718176628884
2022-W48,フルーツカクテル,18500.0,13,7.5430155753078365
2022-W48,デザート,4860.0,2,1.9815705781619504
2022-W48,その他,1500.0,1,0.6115958574573922
2022-W52,ウイスキー,18400.0,16,54.03817914831131
2022-W52,お通し,4000.0,4,11.747430249632892
2022-W52,カクテル,3800.0,3,11.16005873715125
2022-W52,アペタイザー,3300.0,2,9.691629955947137
2022-W52,クリエーションカクテル,2900.0,2,8.516886930983848
2022-W52,フード,1650.0,1,4.845814977973569
2023-W01,カクテル,79800.0,61,25.18382933064033
2023-W01,未設定,38600.0,18,12.181651781487677
2023-W01,お通し,38000.0,50,11.992299681257299
2023-W01,クリエーションカクテル,34600.0,22,10.919304446618487
2023-W01,フルーツカクテル,26000.0,16,8.20525767664973
2023-W01,ウイスキー,19900.0,13,6.280177990974216
2023-W01,パスタ＆ライス,18110.0,11,5.715277558620254
2023-W01,ボトル白,17000.0,3,5.364976173194054
2023-W01,バースナック,11060.0,10,3.490390380913308
2023-W01,メイン,10290.0,5,3.2473885189509897
