week,category1,subtotal,quantity,構成比
2023-W52,ドリンク,34800.0,19,25.05399568034557
2023-W52,グラスワイン&ビール,33400.0,7,24.046076313894886
2023-W52,カクテル,25600.0,24,18.430525557955363
2023-W52,その他,14300.0,14,10.29517638588913
2023-W52,ウイスキー,11000.0,8,7.919366450683945
2023-W52,アラカルト,8200.0,6,5.903527717782577
2023-W52,バースナック,7200.0,6,5.183585313174946
2023-W52,メイン,2800.0,1,2.0158387329013676
2023-W52,ご飯もの,1600.0,1,1.1519078473722102
2023-W52,未設定,0.0,10,0.0
2024-W01,その他,99160.0,101,25.572519083969464
2024-W01,カクテル,85300.0,72,21.99814318134929
2024-W01,ドリンク,72500.0,39,18.697132246750567
2024-W01,ウイスキー,38000.0,29,9.799876212089952
2024-W01,グラスワイン&ビール,27000.0,20,6.963069940169177
2024-W01,フルーツカクテル,20700.0,11,5.338353620796369
2024-W01,バースナック,17800.0,19,4.590468330926346
2024-W01,メイン,12400.0,5,3.197854342892511
2024-W01,アラカルト,9400.0,7,2.4241799050959356
2024-W01,サラダ,5000.0,5,1.2894573963276252
2024-W01,未設定,500.0,21,0.12894573963276254
2024-W02,グラスワイン&ビール,310500.0,41,28.800988416530004
2024-W02,その他,160638.0,177,14.900267881657156
2024-W02,ウイスキー,149900.0,95,13.904245293519638
2024-W02,席料&ワイン&ビール,120000.0,20,11.130816779335268
2024-W02,ドリンク,112400.0,61,10.425865049977368
2024-W02,カクテル,91800.0,92,8.51507483619148
2024-W02,フルーツカクテル,45800.0,24,4.248261737446294
2024-W02,メイン,25400.0,11,2.356022884959298
2024-W02,バースナック,24600.0,22,2.2818174397637296
2024-W02,アラカルト,19850.0,15,1.8412226089150423
2024-W02,サラダ,12200.0,9,1.1316330392324188
2024-W02,ご飯もの,3200.0,2,0.2968217807822738
2024-W02,デザート,1200.0,1,0.11130816779335267
2024-W02,未設定,600.0,37,0.05565408389667634
2024-W03,その他,195620.0,160,23.24879370587816
2024-W03,ドリンク,128700.0,69,15.295571771529081
2024-W03,ウイスキー,111000.0,72,13.191984977775665
2024-W03,カクテル,91300.0,73,10.850704760999264
2024-W03,グラスワイン&ビール,89600.0,35,10.648665351429726
2024-W03,フルーツカクテル,69000.0,37,8.200423094292981
2024-W03,席料&ワイン&ビール,50000.0,1,5.942335575574624
2024-W03,メイン,31600.0,14,3.7555560837631625
2024-W03,バースナック,29400.0,26,3.494093318437879
2024-W03,アラカルト,17800.0,13,2.1154714649045663
2024-W03,コース&セット,12100.0,1,1.438045209289059
2024-W03,サラダ,6900.0,4,0.8200423094292981
2024-W03,ご飯もの,4800.0,3,0.5704642152551639
2024-W03,デザート,2400.0,2,0.28523210762758194
2024-W03,未設定,1200.0,59,0.14261605381379097
2024-W04,その他,275450.0,248,29.028348614184846
2024-W04,グラスワイン&ビール,125150.0,58,13.188955632838024
2024-W04,フルーツカクテル,111000.0,57,11.697755295605438
2024-W04,席料&ワイン&ビール,102000.0,19,10.749288650015808
2024-W04,ドリンク,88600.0,47,9.337127199915692
2024-W04,カクテル,75100.0,61,7.914427231531247
2024-W04,ウイスキー,64800.0,39,6.828959848245336
2024-W04,バースナック,37600.0,32,3.9624828749077876
2024-W04,アラカルト,22200.0,17,2.3395510591210877
2024-W04,メイン,18200.0,9,1.9180103277479186
2024-W04,コース&セット,12100.0,1,1.275160712403836
2024-W04,デザート,7800.0,6,0.8220044261776794
2024-W04,サラダ,7200.0,5,0.7587733164717041
2024-W04,ご飯もの,1600.0,1,0.16861629254926758
2024-W04,未設定,100.0,29,0.010538518284329224
2024-W05,その他,138630.0,146,20.477709828946203
2024-W05,席料&ワイン&ビール,108000.0,18,15.953203935123636
2024-W05,ドリンク,88900.0,46,13.131850276226773
2024-W05,ウイスキー,69200.0,47,10.22186770657922
2024-W05,カクテル,63000.0,53,9.306035628822123
2024-W05,グラスワイン&ビール,58250.0,17,8.604390085379183
2024-W05,フルーツカクテル,53000.0,25,7.828887116310673
2024-W05,バースナック,25300.0,22,3.7371857366539634
2024-W05,コース&セット,20900.0,3,3.087240391148926
2024-W05,アラカルト,15600.0,11,2.3043516795178585
2024-W05,メイン,15000.0,6,2.215722768767172
2024-W05,サラダ,9700.0,7,1.4328340571361045
2024-W05,デザート,6000.0,5,0.8862891075068687
2024-W05,ご飯もの,4800.0,3,0.7090312860054949
2024-W05,未設定,700.0,29,0.10340039587580134
2024-W06,その他,233050.0,247,25.03087911497771
2024-W06,ドリンク,134500.0,72,14.446055528704152
2024-W06,グラスワイン&ビール,128100.0,37,13.758659577895923
2024-W06,ウイスキー,114600.0,75,12.308683744159818
2024-W06,カクテル,108100.0,89,11.610547231620213
2024-W06,フルーツカクテル,63600.0,30,6.830997261156758
2024-W06,席料&ワイン&ビール,42000.0,21,4.511035927178991
2024-W06,メイン,27200.0,11,2.9214327909349658
2024-W06,バースナック,25900.0,23,2.781805488427045
2024-W06,アラカルト,25400.0,19,2.728102679770152
2024-W06,サラダ,11600.0,9,1.2459051608399119
2024-W06,コース&セット,8800.0,1,0.9451694323613125
2024-W06,ご飯もの,4800.0,3,0.5155469631061704
2024-W06,デザート,2400.0,2,0.2577734815530852
2024-W06,未設定,1000.0,49,0.1074056173137855
2024-W07,その他,194380.0,265,20.67036729832621
2024-W07,ウイスキー,170400.0,136,18.120334332929243
2024-W07,ドリンク,161400.0,104,17.163274420978752
2024-W07,フルーツカクテル,115200.0,59,12.250366872966248
2024-W07,カクテル,98300.0,75,10.453221038303665
