取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260404222342000,2026/04/04,23:50:22,8400,8400,,,8400,,,,,,,,,,,,,,,,,,,,3,5,00:00:00,,,,,,,
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,600,3
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビール,ガージェリー,1300,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAPANESE COCKTAIL,桜ブロッサム,1900,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAPANESE COCKTAIL,桜ブロッサム,1900,1
RB0120260404222342000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRUITS COCKTAIL,ローズガーデン,1500,1
RB0120260404235920000,2026/04/05,00:07:00,4200,4200,,,4200,,,,,,,,,,,,,,,,,,,,2,3,00:00:00,,,,,,,
RB0120260404235920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,600,2
RB0120260404235920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CLASSIC COCKTAIL,森のジントニック,1500,1
RB0120260404235920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CLASSIC COCKTAIL,カルヴァドスモヒート,1500,1
RB0120260404232050000,2026/04/05,01:23:32,6400,6400,,,6400,,,,,,,,,,,,,,,,,,,,1,5,00:00:00,,,,,,,
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未設定,No charge,0,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ウイスキー,グレンアラヒー8年,1600,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズウイスキー,余市,1800,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CLASSIC COCKTAIL,森のジントニック,1500,1
RB0120260404232050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CLASSIC COCKTAIL,カルヴァドスモヒート,1500,1
RB0120260405195655000,2026/04/05,21:34:43,7800,7800,,,7800,,,,,,,,,,,,,,,,,,,,2,6,00:00:00,,,,,,,
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,600,2
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,丸氷,100,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドリンク,梅酒,1200,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CLASSIC COCKTAIL,オリエンタルアフタヌーン,1500,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAPANESE COCKTAIL,焙煎ファッションド,1900,1
RB0120260405195655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAPANESE COCKTAIL,焙煎ファッションド,1900,1
RB0120260405211138000,2026/04/05,22:13:38,10300,10300,,,10300,,,,,,,,,,,,,,,,,,,,2,5,00:00:00,,,,,,,
RB0120260405211138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,600,2
RB0120260405211138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズウイスキー,山崎12年,3500,1
